FluxView - FluxMed acquisition system
Signal file
Serial Number	:
SW version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
820.12890630	1.1	-28321	4.9	3.4	1.4	3.8	0.4	12.2	
820.13281250	1.0	-28321	4.9	3.4	1.4	3.8	0.4	11.8	
820.13671880	0.8	-28321	4.9	3.6	1.3	3.6	0.0	11.5	
820.14062500	0.6	-28321	4.9	3.4	1.4	3.8	0.4	11.2	
820.14453130	0.4	-28321	4.9	3.4	1.4	3.8	0.4	10.8	
820.14843750	0.3	-28321	4.7	3.3	1.4	3.8	0.6	10.4	
820.15234380	0.2	-28321	4.7	3.4	1.3	3.8	0.4	10.1	
820.15625000	0.1	-28321	4.7	3.6	1.1	3.8	0.2	9.7	
820.16015630	0.0	-28321	4.7	3.4	1.3	3.8	0.4	9.4	
820.16406250	0.0	-28321	4.9	3.4	1.4	3.8	0.4	9.0	
820.16796880	0.0	-28321	4.7	3.6	1.1	3.8	0.2	8.7	
820.17187500	0.0	-28321	4.7	3.4	1.3	3.8	0.4	8.5	
820.17578130	0.0	-28321	4.7	3.3	1.4	3.6	0.4	8.3	
820.17968750	0.0	-28321	4.7	3.4	1.3	3.8	0.4	8.2	
820.18359380	0.2	-28321	4.7	3.3	1.4	3.8	0.6	8.1	
820.18750000	0.3	-28321	4.7	3.4	1.3	3.8	0.4	7.9	
820.19140630	0.4	-28321	4.7	3.4	1.3	3.8	0.4	7.8	
820.19531250	0.3	-28321	4.7	3.3	1.4	3.6	0.4	7.6	
820.19921880	0.3	-28321	4.6	3.3	1.3	3.6	0.4	7.5	
820.20312500	0.1	-28321	4.6	3.3	1.3	3.6	0.4	7.3	
820.20703130	0.0	-28321	4.6	3.3	1.3	3.6	0.4	7.0	
820.21093750	-0.1	-28321	4.6	3.4	1.1	3.6	0.2	6.8	
820.21484380	-0.1	-28321	4.6	3.4	1.1	3.8	0.4	6.5	
820.21875000	-0.1	-28321	4.6	3.4	1.1	3.8	0.4	6.3	
820.22265630	-0.1	-28321	4.6	3.6	0.9	3.8	0.2	6.0	
820.22656250	-0.2	-28321	4.4	3.6	0.8	3.8	0.2	5.8	
820.23046880	-0.2	-28321	4.6	3.6	0.9	3.8	0.2	5.5	
820.23437500	-0.4	-28321	4.2	3.6	0.6	3.8	0.2	5.4	
820.23828130	-0.6	-28321	4.2	3.6	0.6	3.9	0.3	5.2	
820.24218750	-1.0	-28321	4.2	3.6	0.6	3.9	0.3	5.0	
820.24609380	-1.6	-28321	4.2	3.4	0.8	3.8	0.4	4.9	
820.25000000	-2.3	-28321	4.0	3.4	0.6	3.8	0.4	4.7	
820.25390630	-3.1	-28321	3.8	3.4	0.4	3.8	0.4	4.5	
820.25781250	-3.6	-28321	4.0	3.6	0.4	3.8	0.2	4.3	
820.26171880	-3.8	-28322	3.8	3.4	0.4	3.8	0.4	4.2	
